BondID,ISIN,Issuer,Sector,CreditRating,Currency,FaceValue,CouponRate,CouponFrequency,BondType,IssueDate,MaturityDate,ValuationDate,YearsToMaturity,OriginalMaturityYears,YieldToMaturity,CleanPrice,AccruedInterest,DirtyPrice,MacaulayDuration,ModifiedDuration,Convexity,DV01_Per100Face,EffectiveDuration,EffectiveConvexity,SpreadOverBenchmark_bps,OAS_bps,ZSpread_bps,KeyRateBucket,Quantity,MarketValue_LocalCcy,MarketValue_INR,PortfolioWeight,IsCallable,CallDate,IsPutable,IsFloatingRate,BenchmarkIndex,PriceChange_Up50bps,PriceChange_Dn50bps,PriceChange_Up100bps,PriceChange_Dn100bps,PriceChange_Up200bps,PriceChange_Dn200bps,Recalc_CleanPrice,Recalc_MacaulayDuration,Recalc_ModifiedDuration,Recalc_Convexity,Recalc_DV01
ZTFI-0056,IN6409097439,Government of India,Government,SOV,INR,100,0.0729,2,Fixed,2015-02-10,2031-02-06,2024-10-31,6.2669,16,0.0715,100.6735,1.377,102.0722,4.9694,4.7979,28.1467,0.0483,4.7979,28.1467,0,0,-1,5-7Y,200000,201347.0,201347.0,0.00628,False,,False,False,IN10YT,2.4505,-2.3797,4.9719,-4.6885,10.2272,-9.0937,100.67345742021246,4.969397594011059,4.797873612368872,112.58696489662847,0.04830185248223786
ZTFI-0057,IN1047095214,Government of India,Government,SOV,INR,100,0.0593,2,Fixed,2021-10-15,2049-10-08,2024-10-31,24.9363,28,0.0664,91.4652,1.2994,92.0076,12.7049,12.2967,226.3196,0.1125,12.2967,226.3196,0,0,3,20Y+,100000,91465.2,91465.2,0.002853,False,,False,False,IN10YT,5.8824,-5.3648,12.2822,-10.2122,26.6345,-18.3543,91.46524556896814,12.704887486953249,12.296639069834736,905.2785549891711,0.1124715112195402
ZTFI-0058,IN4745171236,Government of India,Government,SOV,INR,100,0.0776,2,Fixed,2019-01-13,2056-01-04,2024-10-31,31.1759,37,0.0733,105.2365,0.513,105.4763,12.5144,12.072,240.7139,0.127,12.072,240.7139,0,0,6,20Y+,5000,5261.82,5261.82,0.000164,False,,False,False,IN10YT,6.6687,-6.0354,13.9707,-11.4376,30.4747,-20.3419,105.23654868987406,12.514381468432456,12.071944695347952,962.8556505633936,0.12704097957134516
ZTFI-0059,IN4965137098,Government of India,Government,SOV,INR,100,0.0593,2,Fixed,2014-12-13,2030-12-09,2024-10-31,6.1054,16,0.0717,94.0386,1.3482,94.4866,5.1029,4.9263,29.2043,0.0463,4.9263,29.2043,0,0,8,5-7Y,50000,47019.3,47019.3,0.001467,False,,False,False,IN10YT,2.3506,-2.282,4.7699,-4.4953,9.8145,-8.716,94.03859291384205,5.1028690411346265,4.9262625294537115,116.81724524677564,0.04632587965940114
ZTFI-0060,IN2004711382,Government of India,Government,SOV,INR,100,0.0611,2,Fixed,2014-08-14,2039-08-08,2024-10-31,14.768,25,0.0728,89.6271,0.6402,90.7609,9.5262,9.1916,113.3344,0.0824,9.1916,113.3344,0,0,-1,10-15Y,100000,89627.1,89627.1,0.002796,False,,False,False,IN10YT,4.2461,-3.9921,8.7461,-7.7303,18.5079,-14.4448,89.6270609935265,9.526180408776034,9.191605952118906,453.33747601925614,0.08238166272990223
ZTFI-0061,IN1796405377,Government of India,Government,SOV,INR,100,0.0771,2,Fixed,2022-11-23,2047-11-17,2024-10-31,23.0445,25,0.0722,105.4588,1.738,106.7017,11.3982,11.0011,184.3055,0.116,11.0011,184.3055,0,0,-4,20Y+,100000,105458.8,105458.8,0.003289,False,,False,False,IN10YT,6.0438,-5.5579,12.5735,-10.6298,27.0906,-19.3159,105.4587530848186,11.398203065556437,11.001064632329348,737.2220370395271,0.11601585587309514
ZTFI-0062,IN4317139005,Government of India,Government,SOV,INR,100,0.0569,2,Fixed,2017-04-04,2027-04-02,2024-10-31,2.4175,10,0.0672,98.1021,1.0884,98.3968,1.9176,1.8553,4.4239,0.0182,1.8553,4.4239,0,0,1,2-3Y,500000,490510.5,490510.5,0.0153,False,,False,False,IN10YT,0.9155,-0.9046,1.8418,-1.7984,3.727,-3.5534,98.10206046490495,1.9176363406511903,1.855298317193489,17.695690517493453,0.018200858769375206
ZTFI-0063,IN5290422842,Government of India,Government,SOV,INR,100,0.0531,2,Fixed,2024-01-27,2027-01-26,2024-10-31,2.2368,3,0.0688,97.1125,0.3159,97.5423,1.9225,1.8586,4.4321,0.018,1.8586,4.4321,0,0,0,2-3Y,500000,485562.5,485562.5,0.015146,False,,False,False,IN10YT,0.9078,-0.8971,1.8265,-1.7834,3.6959,-3.5238,97.1125211572884,1.9224526499351375,1.85851957650342,17.728244143496696,0.018048552169442303
ZTFI-0064,IN0268117758,Government of India,Government,SOV,INR,100,0.0669,2,Fixed,2017-01-12,2047-01-05,2024-10-31,22.1793,30,0.0749,91.4377,1.2163,92.9576,11.3562,10.9463,180.1098,0.1001,10.9463,180.1098,0,0,4,20Y+,5000,4571.89,4571.89,0.000143,False,,False,False,IN10YT,5.2104,-4.7987,10.8325,-9.1856,23.3119,-16.7243,91.43770919794724,11.356153980022661,10.946218111738071,720.4392592777971,0.10008971085184089
ZTFI-0065,IN0076617711,Government of India,Government,SOV,INR,100,0.0592,2,Fixed,2023-09-05,2034-09-02,2024-10-31,9.8371,11,0.0679,93.9816,0.8663,95.0356,7.3223,7.0819,62.3182,0.0666,7.0819,62.3182,0,0,7,7-10Y,200000,187963.2,187963.2,0.005863,False,,False,False,IN10YT,3.4011,-3.2546,6.9485,-6.3628,14.4827,-12.14,93.98155168444046,7.322321645356618,7.0818914312651655,249.27272134360538,0.06655671455710432
ZTFI-0066,IN8478961183,Government of India,Government,SOV,INR,100,0.0623,2,Fixed,2018-05-04,2034-04-30,2024-10-31,9.4949,16,0.0737,92.5959,0.6479,92.744,6.9315,6.6852,55.7209,0.0619,6.6852,55.7209,0,0,8,7-10Y,50000,46297.95,46297.95,0.001444,False,,False,False,IN10YT,3.1596,-3.0306,6.4482,-5.9322,13.4123,-11.3485,92.59588729170851,6.931497232917955,6.685149474772586,222.88346995641538,0.061901734729426665
ZTFI-0067,IN4527111161,Government of India,Government,SOV,INR,100,0.0712,2,Fixed,2012-07-28,2037-07-22,2024-10-31,12.7228,25,0.0708,100.3282,1.7028,101.328,8.4861,8.196,88.7139,0.0822,8.196,88.7139,0,0,-2,10-15Y,100000,100328.2,100328.2,0.003129,False,,False,False,IN10YT,4.2227,-4.0002,8.6679,-7.7779,18.2259,-14.6657,100.32820390850503,8.48610795709281,8.195970597926221,354.85559677589123,0.08222870093768538
ZTFI-0068,IN5604945198,Government of India,Government,SOV,INR,100,0.0561,2,Fixed,2021-01-31,2053-01-23,2024-10-31,28.23,32,0.0661,87.3205,0.7802,87.4816,13.5165,13.0841,264.8212,0.1143,13.0841,264.8212,0,0,3,20Y+,500000,436602.5,436602.5,0.013619,False,,False,False,IN10YT,6.0016,-5.4235,12.5813,-10.2689,27.4751,-18.2253,87.32048929655454,13.516509761152163,13.08408088781004,1059.2848772224322,0.11425083451192704
ZTFI-0069,IN3689980940,Government of India,Government,SOV,INR,100,0.0551,2,Fixed,2010-12-25,2031-12-20,2024-10-31,7.1348,21,0.0687,92.5416,1.1982,93.3217,5.8495,5.6552,38.4933,0.0523,5.6552,38.4933,0,0,7,7-10Y,10000,9254.16,9254.16,0.000289,False,,False,False,IN10YT,2.6612,-2.5722,5.4115,-5.0553,11.1793,-9.7544,92.541561343865,5.849507205019803,5.655249388524003,153.97332132107445,0.052334560820294904
ZTFI-0070,IN2018366752,Government of India,Government,SOV,INR,100,0.0605,2,Fixed,2013-01-29,2035-01-24,2024-10-31,10.2313,22,0.071,92.5721,1.3361,92.8074,7.538,7.2796,66.5795,0.0674,7.2796,66.5795,0,0,-4,10-15Y,5000,4628.61,4628.61,0.000144,False,,False,False,IN10YT,3.4465,-3.2924,7.047,-6.4307,14.7104,-12.2451,92.57213316528981,7.537970754882319,7.279546841991616,266.31792861436895,0.06738831796398127
ZTFI-0071,IN1476797643,Government of India,Government,SOV,INR,100,0.0715,2,Fixed,2021-07-29,2030-07-27,2024-10-31,5.7358,9,0.0662,102.4104,1.2128,103.2803,4.6546,4.5055,24.6582,0.0461,4.5055,24.6582,0,0,4,5-7Y,200000,204820.8,204820.8,0.006389,False,,False,False,IN10YT,2.3386,-2.2755,4.7404,-4.4878,9.7333,-8.7231,102.41037476025811,4.654613119921386,4.505481676431503,98.63268836179958,0.04614080669588262
ZTFI-0072,IN3690034324,Government of India,Government,SOV,INR,100,0.0582,2,Fixed,2024-04-09,2033-04-07,2024-10-31,8.4326,9,0.0728,91.2634,0.188,92.0383,6.4248,6.1992,47.0204,0.0566,6.1992,47.0204,0,0,2,7-10Y,10000,9126.34,9126.34,0.000285,False,,False,False,IN10YT,2.8824,-2.7752,5.8722,-5.443,12.1734,-10.457,91.26340202235079,6.4247992913521665,6.199150223226714,188.08141383656158,0.056575553901928526
ZTFI-0073,IN8516060715,Government of India,Government,SOV,INR,100,0.0664,2,Fixed,2018-06-23,2056-06-13,2024-10-31,31.6167,38,0.0717,93.4117,0.1912,93.4463,13.0366,12.5854,260.4158,0.1176,12.5854,260.4158,0,0,5,20Y+,20000,18682.34,18682.34,0.000583,False,,False,False,IN10YT,6.1822,-5.574,12.9725,-10.5399,28.3776,-18.6473,93.41171507708825,13.036587877430732,12.58540124287371,1041.6630873960466,0.11756239150301512
ZTFI-0074,IN9751613696,Government of India,Government,SOV,INR,100,0.0649,2,Fixed,2011-09-21,2038-09-14,2024-10-31,13.87,27,0.0728,93.2813,0.5404,93.5541,9.0219,8.705,100.8387,0.0812,8.705,100.8387,0,0,-2,10-15Y,10000,9328.13,9328.13,0.000291,False,,False,False,IN10YT,4.1776,-3.9425,8.5905,-7.6498,18.1215,-14.359,93.2812601971158,9.02191003946292,8.705046352241336,403.35474289799197,0.08120176938113778
ZTFI-0075,IN8355231243,Government of India,Government,SOV,INR,100,0.0549,2,Fixed,2016-09-26,2027-09-24,2024-10-31,2.8966,11,0.0719,96.1725,1.3056,97.0344,2.3669,2.2848,6.4947,0.022,2.2848,6.4947,0,0,9,2-3Y,10000,9617.25,9617.25,0.0003,False,,False,False,IN10YT,1.1065,-1.0909,2.2286,-2.1661,4.5196,-4.2698,96.17250926128929,2.3669383957004952,2.2847998414020902,25.97885741454007,0.021973493390743483
ZTFI-0076,IN9799552717,Government of India,Government,SOV,INR,100,0.0626,2,Fixed,2012-10-17,2033-10-12,2024-10-31,8.9473,21,0.0712,94.5856,0.794,95.0714,6.6594,6.4305,51.1685,0.0608,6.4305,51.1685,0,0,9,7-10Y,20000,18917.12,18917.12,0.00059,False,,False,False,IN10YT,3.1017,-2.9807,6.3243,-5.8403,13.1326,-11.1967,94.58563617061027,6.659414599992362,6.430489185006143,204.6738319687329,0.06082319104520352
ZTFI-0077,IN0541199867,Government of India,Government,SOV,INR,100,0.0665,2,Fixed,2022-12-27,2026-12-26,2024-10-31,2.152,4,0.0735,98.7197,0.3129,99.7255,1.9048,1.8373,4.3575,0.0181,1.8373,4.3575,0,0,-1,2-3Y,200000,197439.4,197439.4,0.006159,False,,False,False,IN10YT,0.9123,-0.9015,1.8353,-1.7923,3.7136,-3.5415,98.7197451903619,1.9048208730820626,1.837300094605317,17.430078026595897,0.01813777971776647
ZTFI-0078,IN7151820377,Government of India,Government,SOV,INR,100,0.0649,2,Fixed,2020-05-02,2032-04-29,2024-10-31,7.4935,12,0.0746,94.7843,0.6632,95.3333,5.6944,5.4896,36.8728,0.052,5.4896,36.8728,0,0,-4,7-10Y,50000,47392.15,47392.15,0.001478,False,,False,False,IN10YT,2.6453,-2.558,5.378,-5.0285,11.1056,-9.7076,94.78434488239213,5.694388517725935,5.489625487058647,147.49107430904863,0.05203305554405367
ZTFI-0079,IN5151864492,Government of India,Government,SOV,INR,100,0.0595,2,Fixed,2014-09-20,2053-09-10,2024-10-31,28.8597,39,0.0746,82.2688,1.4394,83.3078,12.6784,12.2225,240.0864,0.1006,12.2225,240.0864,0,0,7,20Y+,20000,16453.76,16453.76,0.000513,False,,False,False,IN10YT,5.2745,-4.7808,11.0429,-9.0677,24.0609,-16.1603,82.26879901153228,12.678433505706694,12.222533023914675,960.345510302921,0.10055331127562524
ZTFI-0080,IN9148652816,Government of India,Government,SOV,INR,100,0.0645,2,Fixed,2023-08-11,2026-08-10,2024-10-31,1.7741,3,0.0669,99.6628,0.551,100.8982,1.4535,1.4065,2.6931,0.014,1.4065,2.6931,0,0,1,1-2Y,10000,9966.28,9966.28,0.000311,False,,False,False,IN10YT,0.7042,-0.6975,1.4152,-1.3883,2.8572,-2.7498,99.66280566612362,1.45353913506523,1.4064919783881467,10.77236841495575,0.01401749367130596
ZTFI-0081,IN2214188805,State of Gujarat,Government,SOV,INR,100,0.0799,2,Fixed,2022-11-23,2034-11-20,2024-10-31,10.0534,12,0.0738,104.2612,0.3612,105.6452,7.1375,6.8835,61.3486,0.0718,6.8835,61.3486,0,0,0,10-15Y,10000,10426.12,10426.12,0.000325,False,,False,False,IN10YT,3.6684,-3.5085,7.4966,-6.857,15.6329,-13.0744,104.26119620126406,7.137459046440653,6.883459394773511,245.39452705543553,0.07176777105019154
ZTFI-0082,IN0653794738,State of AP,Government,SOV,INR,100,0.0691,2,Fixed,2013-05-12,2028-05-08,2024-10-31,3.5181,15,0.079,97.0235,0.6354,98.6597,3.1622,3.042,11.3024,0.0295,3.042,11.3024,0,0,9,3-5Y,10000,9702.35,9702.35,0.000303,False,,False,False,IN10YT,1.4894,-1.462,3.0063,-2.8966,6.1222,-5.6836,97.02348547578971,3.1622377395916947,3.042075747562958,45.209476002834116,0.02951527921099268
ZTFI-0083,IN4688623924,State of AP,Government,SOV,INR,100,0.0659,2,Fixed,2016-06-22,2026-06-20,2024-10-31,1.6345,10,0.0755,98.6622,1.172,99.5122,1.4523,1.3995,2.6678,0.0138,1.3995,2.6678,0,0,-2,1-2Y,5000,4933.11,4933.11,0.000154,False,,False,False,IN10YT,0.6937,-0.6871,1.3939,-1.3676,2.8142,-2.7089,98.6622475440872,1.4523124878469416,1.3994820408064963,10.671228716880282,0.013807604354355487
ZTFI-0084,IN1247826137,State of Rajasthan,Government,SOV,INR,100,0.08,2,Fixed,2023-07-04,2026-07-03,2024-10-31,1.6701,3,0.074,100.8373,0.4716,102.8264,1.4433,1.3918,2.6494,0.014,1.3918,2.6494,0,0,6,1-2Y,20000,20167.46,20167.46,0.000629,False,,False,False,IN10YT,0.7051,-0.6984,1.4168,-1.3901,2.8603,-2.7535,100.83729031270883,1.4433036397608467,1.3918067885832661,10.597430947106941,0.014034602519956977
ZTFI-0085,IN0515220472,State of Gujarat,Government,SOV,INR,100,0.0779,2,Fixed,2020-04-19,2030-04-17,2024-10-31,5.4593,10,0.0701,103.2427,0.037,103.6627,4.2497,4.1058,20.5911,0.0424,4.1058,20.5911,0,0,-1,5-7Y,5000,5162.14,5162.14,0.000161,False,,False,False,IN10YT,2.146,-2.0929,4.3452,-4.1326,8.9031,-8.0527,103.24265881843345,4.249736534828644,4.105827288371232,82.36440352364232,0.0423896525900725
ZTFI-0086,IN1434103697,State of Kerala,Government,SOV,INR,100,0.0661,2,Fixed,2018-12-20,2028-12-17,2024-10-31,4.1287,10,0.0702,98.5914,0.9503,99.7788,3.5761,3.4548,14.4461,0.0341,3.4548,14.4461,0,0,4,3-5Y,100000,98591.4,98591.4,0.003075,False,,False,False,IN10YT,1.7209,-1.6853,3.4773,-3.3349,7.0971,-6.5274,98.59142704975093,3.5760841553448453,3.4548199742487156,57.78455230500483,0.03406156314611646
ZTFI-0087,IN0953962185,State of Kerala,Government,SOV,INR,100,0.0662,2,Fixed,2018-11-24,2029-11-21,2024-10-31,5.0568,11,0.0779,95.2302,0.9171,95.8764,4.3178,4.1559,20.8995,0.0396,4.1559,20.8995,0,0,10,5-7Y,100000,95230.2,95230.2,0.00297,False,,False,False,IN10YT,2.0037,-1.954,4.0572,-3.8582,8.3134,-7.5173,95.23022684721653,4.317797832208721,4.155924570199453,83.59814816667537,0.03957696395800147
ZTFI-0088,IN6540515319,State of Maharashtra,Government,SOV,INR,100,0.0775,2,Fixed,2023-05-27,2031-05-25,2024-10-31,6.5626,8,0.0735,102.038,1.5762,102.3772,5.2417,5.0559,31.5799,0.0516,5.0559,31.5799,0,0,9,5-7Y,20000,20407.6,20407.6,0.000637,False,,False,False,IN10YT,2.6197,-2.5392,5.3201,-4.9978,10.9623,-9.6734,102.03801596564722,5.2416575186261065,5.055854852786213,126.31969768385483,0.05158893981885945
ZTFI-0089,IN2217043030,State of AP,Government,SOV,INR,100,0.0704,2,Fixed,2021-03-30,2028-03-28,2024-10-31,3.4059,7,0.0799,97.5096,0.8332,97.5741,2.7526,2.6469,8.6482,0.0258,2.6469,8.6482,0,0,1,3-5Y,100000,97509.6,97509.6,0.003042,False,,False,False,IN10YT,1.301,-1.2799,2.6231,-2.5388,5.3306,-4.9933,97.50957963039112,2.7526145244969915,2.6468719885542495,34.59268023847241,0.025809537493938228
ZTFI-0090,IN5054156676,State of Rajasthan,Government,SOV,INR,100,0.0708,2,Fixed,2022-05-09,2027-05-08,2024-10-31,2.5161,5,0.075,99.0585,0.9191,100.4765,2.3339,2.2495,6.3532,0.0223,2.2495,6.3532,0,0,8,2-3Y,500000,495292.5,495292.5,0.015449,False,,False,False,IN10YT,1.122,-1.1063,2.2598,-2.1969,4.5825,-4.3308,99.05851502004923,2.333889401675606,2.2495319534222706,25.412639141200142,0.022283529479616065
ZTFI-0091,IN6928451154,State of Karnataka,Government,SOV,INR,100,0.0702,2,Fixed,2016-06-12,2028-06-09,2024-10-31,3.6057,12,0.0717,99.5429,0.617,99.6172,3.1625,3.053,11.3822,0.0304,3.053,11.3822,0,0,6,3-5Y,50000,49771.45,49771.45,0.001552,False,,False,False,IN10YT,1.5337,-1.5054,3.0957,-2.9824,6.3047,-5.8515,99.54286039499212,3.1624896309595054,3.053038211091862,45.52885779701901,0.03039081564272937
ZTFI-0092,IN4016582029,State of Kerala,Government,SOV,INR,100,0.0765,2,Fixed,2024-01-09,2034-01-06,2024-10-31,9.1828,10,0.0707,103.8139,1.2339,104.5065,6.7155,6.4862,53.3654,0.0673,6.4862,53.3654,0,0,-4,7-10Y,500000,519069.5,519069.5,0.016191,False,,False,False,IN10YT,3.436,-3.2975,7.0106,-6.4566,14.5752,-12.3591,103.8139334617422,6.715520348129007,6.486232045326708,213.46177470354823,0.0673361261970967
ZTFI-0093,IN7557192856,State of Tamil Nadu,Government,SOV,INR,100,0.0703,2,Fixed,2022-11-02,2029-10-31,2024-10-31,4.9993,7,0.0711,99.6965,0.327,100.6064,3.9338,3.7988,17.4969,0.0379,3.7988,17.4969,0,0,-2,3-5Y,200000,199393.0,199393.0,0.006219,False,,False,False,IN10YT,1.9154,-1.8718,3.8745,-3.7001,7.9234,-7.2257,99.6964625932456,3.9338070180304827,3.7987610622668946,69.98766195415826,0.03787230401449694
ZTFI-0094,IN4739473121,State of Rajasthan,Government,SOV,INR,100,0.0727,2,Fixed,2018-07-21,2032-07-17,2024-10-31,7.7098,14,0.0709,101.0333,1.7585,102.8264,5.9206,5.7179,40.5352,0.0578,5.7179,40.5352,0,0,6,7-10Y,200000,202066.6,202066.6,0.006303,False,,False,False,IN10YT,2.9397,-2.8373,5.9818,-5.5722,12.373,-10.7349,101.03325747692425,5.9206243950554045,5.71792398962326,162.14087591179708,0.05777004866770887
ZTFI-0095,IN8844225831,State of Karnataka,Government,SOV,INR,100,0.0817,2,Fixed,2022-05-23,2037-05-19,2024-10-31,12.5476,15,0.0779,103.0014,0.7371,104.1703,8.1279,7.8232,82.7369,0.0806,7.8232,82.7369,0,0,9,10-15Y,5000,5150.07,5150.07,0.000161,False,,False,False,IN10YT,4.1355,-3.9225,8.4841,-7.6319,17.8204,-14.4116,103.0014131681441,8.127867797536974,7.823155876160521,330.94760320469896,0.08057961106792041
ZTFI-0096,IN9114678669,State of Tamil Nadu,Government,SOV,INR,100,0.0663,2,Fixed,2019-11-04,2027-11-02,2024-10-31,3.0034,8,0.0745,97.8313,0.8575,98.044,2.7664,2.6671,8.7523,0.0261,2.6671,8.7523,0,0,0,3-5Y,200000,195662.6,195662.6,0.006103,False,,False,False,IN10YT,1.3153,-1.2939,2.6521,-2.5664,5.3898,-5.0473,97.83134804207852,2.766410610989397,2.6670625316841616,35.009123276061686,0.026092232278718028
ZTFI-0097,IN6801824225,State of Tamil Nadu,Government,SOV,INR,100,0.0809,2,Fixed,2022-08-10,2028-08-08,2024-10-31,3.77,6,0.0794,100.4507,1.7109,100.9575,3.1182,2.9991,11.0827,0.0301,2.9991,11.0827,0,0,3,3-5Y,20000,20090.14,20090.14,0.000627,False,,False,False,IN10YT,1.5202,-1.4924,3.0683,-2.957,6.2479,-5.8026,100.45065358686819,3.1182403816910913,2.9991732054353095,44.33096470446683,0.030126890870619934
ZTFI-0098,IN4981829922,State of Tamil Nadu,Government,SOV,INR,100,0.0762,2,Fixed,2012-08-13,2026-08-10,2024-10-31,1.7741,14,0.0734,100.391,0.0785,102.0365,1.4457,1.3945,2.6569,0.014,1.3945,2.6569,0,0,-3,1-2Y,100000,100391.0,100391.0,0.003131,False,,False,False,IN10YT,0.7033,-0.6966,1.4133,-1.3866,2.8533,-2.7466,100.3909589254676,1.4457358171732833,1.394555625709736,10.627661384051352,0.014000077653990587
ZTFI-0099,IN9439690784,State of Maharashtra,Government,SOV,INR,100,0.0759,2,Fixed,2021-06-09,2028-06-07,2024-10-31,3.6003,7,0.078,99.3674,0.7706,100.228,3.1373,3.0195,11.1909,0.03,3.0195,11.1909,0,0,-4,3-5Y,200000,198734.8,198734.8,0.006199,False,,False,False,IN10YT,1.5141,-1.4863,3.056,-2.9448,6.2232,-5.7784,99.36744869909556,3.137300295348528,3.019538301586649,44.76340435945951,0.030004381727786546
ZTFI-0100,IN7677359255,State of Tamil Nadu,Government,SOV,INR,100,0.0775,2,Fixed,2017-07-06,2025-07-04,2024-10-31,0.6735,8,0.0713,100.2993,0.9978,100.505,0.5,0.4828,0.4662,0.0048,0.4828,0.4662,0,0,2,0-1Y,20000,20059.86,20059.86,0.000626,False,,False,False,IN10YT,0.2427,-0.2415,0.4866,-0.4819,0.9778,-0.9591,100.29932892386424,0.5,0.48278858687780624,1.8646785569557522,0.004842337127594469
ZTFI-0101,IN1473210469,State of AP,Government,SOV,INR,100,0.0721,2,Fixed,2021-01-30,2026-01-29,2024-10-31,1.2457,5,0.0793,99.3207,0.5637,100.6962,0.9825,0.945,1.3555,0.0094,0.945,1.3555,0,0,10,1-2Y,200000,198641.4,198641.4,0.006196,False,,False,False,IN10YT,0.471,-0.4676,0.9453,-0.9318,1.9041,-1.8502,99.32066524363525,0.9825438487707159,0.9450717537351184,5.421872456670495,0.009386515528394099
ZTFI-0102,IN7470168733,State of AP,Government,SOV,INR,100,0.0749,2,Fixed,2024-03-26,2027-03-26,2024-10-31,2.3984,3,0.0749,100.0,1.2251,100.8812,1.8943,1.8259,4.3191,0.0183,1.8259,4.3191,0,0,-5,2-3Y,500000,500000.0,500000.0,0.015596,False,,False,False,IN10YT,0.9183,-0.9076,1.8475,-1.8043,3.7382,-3.5654,100.0,1.8942882543790918,1.8259079997870662,17.27654714104395,0.018259079997870662
ZTFI-0103,IN6245650609,State of Karnataka,Government,SOV,INR,100,0.0746,2,Fixed,2020-06-19,2028-06-17,2024-10-31,3.6277,8,0.0707,101.1908,0.8399,102.2163,3.1467,3.0393,11.3152,0.0308,3.0393,11.3152,0,0,-2,3-5Y,100000,101190.8,101190.8,0.003156,False,,False,False,IN10YT,1.5521,-1.5234,3.1327,-3.0182,6.38,-5.922,101.1907802342044,3.146734592561738,3.0392954967515697,45.26087483330172,0.030754868267859517
ZTFI-0104,IN1655852398,State of Tamil Nadu,Government,SOV,INR,100,0.0718,2,Fixed,2024-03-30,2027-03-30,2024-10-31,2.4093,3,0.0714,100.0733,1.4431,101.0055,1.8985,1.8331,4.3466,0.0183,1.8331,4.3466,0,0,-1,2-3Y,20000,20014.66,20014.66,0.000624,False,,False,False,IN10YT,0.9227,-0.9118,1.8562,-1.8127,3.7559,-3.5819,100.07333967305377,1.8984558361680033,1.8330171248122074,17.386451212330975,0.018343614535785643
ZTFI-0105,IN5952694958,State of Tamil Nadu,Government,SOV,INR,100,0.0791,2,Fixed,2019-06-10,2030-06-07,2024-10-31,5.5989,11,0.0756,101.5514,1.6131,102.2798,4.573,4.4064,23.8472,0.0447,4.4064,23.8472,0,0,-2,5-7Y,50000,50775.7,50775.7,0.001584,False,,False,False,IN10YT,2.2677,-2.2071,4.5958,-4.3537,9.4339,-8.4652,101.55143611456603,4.572956174342003,4.40639446361727,95.38862879869846,0.04474756858676066
ZTFI-0106,IN9409749930,State of Kerala,Government,SOV,INR,100,0.0749,2,Fixed,2022-03-29,2027-03-28,2024-10-31,2.4038,5,0.0772,99.5812,1.5751,99.8579,1.894,1.8236,4.3088,0.0182,1.8236,4.3088,0,0,2,2-3Y,500000,497906.0,497906.0,0.015531,False,,False,False,IN10YT,0.9133,-0.9026,1.8374,-1.7945,3.7177,-3.5461,99.58118106739454,1.894037071180143,1.8236443974389978,17.23533248023638,0.018160066294391247
ZTFI-0107,IN9130756263,State of Maharashtra,Government,SOV,INR,100,0.072,2,Fixed,2015-10-12,2030-10-08,2024-10-31,5.9357,15,0.0747,98.8003,1.3245,98.9124,4.6312,4.4645,24.2943,0.0441,4.4645,24.2943,0,0,-1,5-7Y,500000,494001.5,494001.5,0.015409,False,,False,False,IN10YT,2.2355,-2.1755,4.531,-4.2909,9.3019,-8.3418,98.80025082091481,4.631245346013967,4.464496405276876,97.17731247403745,0.044109336463042784
ZTFI-0108,IN8578652785,State of Gujarat,Government,SOV,INR,100,0.0743,2,Fixed,2015-01-29,2028-01-26,2024-10-31,3.2361,13,0.0772,99.2364,1.4928,99.7275,2.7427,2.6408,8.6278,0.0262,2.6408,8.6278,0,0,10,3-5Y,200000,198472.8,198472.8,0.006191,False,,False,False,IN10YT,1.321,-1.2996,2.6634,-2.5778,5.4125,-5.07,99.23641354234996,2.7426941941208263,2.64076082622841,34.51116532239687,0.02620596334180403
ZTFI-0109,IN3484344375,State of Gujarat,Government,SOV,INR,100,0.0732,2,Fixed,2015-01-02,2025-12-30,2024-10-31,1.1636,11,0.078,99.5467,0.5267,100.5962,0.9823,0.9454,1.3567,0.0094,0.9454,1.3567,0,0,7,1-2Y,20000,19909.34,19909.34,0.000621,False,,False,False,IN10YT,0.4722,-0.4689,0.9479,-0.9344,1.9092,-1.8552,99.54668783654975,0.982306704630833,0.9454347494040742,5.426901039485722,0.009411489786875402
ZTFI-0110,IN5240415747,State of Kerala,Government,SOV,INR,100,0.0686,2,Fixed,2021-08-16,2032-08-13,2024-10-31,7.7837,11,0.0756,96.048,0.2354,97.1039,5.9498,5.7331,40.6528,0.0551,5.7331,40.6528,0,0,2,7-10Y,20000,19209.6,19209.6,0.000599,False,,False,False,IN10YT,2.8021,-2.7045,5.7018,-5.3113,11.794,-10.2321,96.04801155717152,5.949775152787583,5.733065285014052,162.61105952672247,0.055064952075304846
ZTFI-0111,IN8330165712,TCS,Banking,AAA,INR,100,0.0701,2,Fixed,2015-07-17,2025-07-14,2024-10-31,0.7009,10,0.0771,99.663,0.8337,100.8031,0.5,0.4814,0.4636,0.0048,0.4814,0.4636,79,79,83,0-1Y,200000,199326.0,199326.0,0.006217,False,,False,False,IN10YT,0.2405,-0.2393,0.4821,-0.4775,0.9688,-0.9503,99.66299167107987,0.5,0.48144046988589856,1.8542794083516385,0.004798179754035908
